snapped_at,price,market_cap,total_volume
2025-10-22 00:00:00 UTC,0.9999527980350863,5902176.694883291,332392.8218724493
2025-10-23 00:00:00 UTC,0.9999648220985067,5899792.45038119,142889.5160845621
2025-10-24 00:00:00 UTC,1.0001324493120416,5900781.450941042,342520.58647891006
2025-10-25 00:00:00 UTC,1.000060342393585,5900356.020122152,223016.1660315029
2025-10-26 00:00:00 UTC,1.0006525291875976,5901698.667279353,245800.22270037036
2025-10-27 00:00:00 UTC,0.9999297109437678,5899486.152954946,133112.77836050917
2025-10-28 00:00:00 UTC,0.9999087921834426,5999440.098773058,200370.6560619247
2025-10-29 00:00:00 UTC,1.000037914570758,6000227.487424548,189816.6589053613
2025-10-30 00:00:00 UTC,0.9999984679402053,6099793.958169166,152621.0883266442
2025-10-31 00:00:00 UTC,0.9997786191460419,6098646.684207665,154474.9787489359
2025-11-01 00:00:00 UTC,0.9995446531188071,6097235.448632657,296243.29516058776
2025-11-02 00:00:00 UTC,0.9996288260298124,6097853.169619286,151344.24840957345
2025-11-03 00:00:00 UTC,0.9997201918728464,6098302.339434001,75938.31786227622
2025-11-04 00:00:00 UTC,0.9997091027700945,6198333.5086216545,193787.2077730737
2025-11-05 00:00:00 UTC,0.9997432817649865,6198618.715433484,282105.6429770477
2025-11-06 00:00:00 UTC,0.9998134995169833,6298823.850974733,237285.21234322592
2025-11-07 00:00:00 UTC,0.9993750195452389,6395809.507461806,229894.85498370888
2025-11-08 00:00:00 UTC,0.9995328662504318,6397010.344002764,239083.39283821252
2025-11-09 00:00:00 UTC,0.9996411346845167,6494354.180017149,109609.8912208305
2025-11-10 00:00:00 UTC,0.9996790594750876,7197689.22822063,224041.06716185715
2025-11-11 00:00:00 UTC,0.9995719717291454,7197271.003834395,219731.219653561
2025-11-12 00:00:00 UTC,0.9995092849256326,7196466.851464555,235165.5033374453
2025-11-13 00:00:00 UTC,0.9997658086437965,7298315.797009485,204588.9043173067
2025-11-14 00:00:00 UTC,0.9998278950614763,7397835.98439659,396868.11863980046
2025-11-15 00:00:00 UTC,0.9989890710472581,7692208.0401346795,266736.6704224303
2025-11-16 00:00:00 UTC,0.9993165608849696,7690539.127853089,230034.71997744418
2025-11-17 00:00:00 UTC,0.9988888575382286,7890821.882842766,216930.20410154873
2025-11-18 00:00:00 UTC,0.9988230131408907,7989318.331553423,302146.3084909628
2025-11-19 00:00:00 UTC,0.9994947523788869,7995510.283913324,371235.56342528545
2025-11-20 00:00:00 UTC,0.9987287435866861,7991066.498077415,396181.82166429516
2025-11-21 00:00:00 UTC,0.999761060375432,8083435.146525791,443124.5897033851
2025-11-22 00:00:00 UTC,0.9993070786947514,8094639.025324828,276634.35023594735
2025-11-23 00:00:00 UTC,0.9993222615791569,8194436.096278889,337114.48495083646
2025-11-24 00:00:00 UTC,0.9995896232793301,8196635.51526626,257455.40116802655
2025-11-25 00:00:00 UTC,0.9995273031807813,8495971.105415262,316849.880255627
2025-11-26 00:00:00 UTC,0.9994605131472533,8495417.677057052,257124.99108159984
2025-11-27 00:00:00 UTC,0.9997535950987981,8597864.761489268,265743.2784096405
